id,output
2178,(ORDER (PIZZAORDER (NUMBER five ) (STYLE extralarge ) (TOPPING red ) (TOPPING cabbage ) (TOPPING roast ) (TOPPING red ) (TOPPING pepper ) ) )
2179,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING cheddar ) (TOPPING cheese ) (TOPPING bacon ) (NOT (TOPPING chicken ) ) ) )
2180,(ORDER (PIZZAORDER (NUMBER one ) (STYLE vegetarian ) (COMPLEX_TOPPING (QUANTITY a little bit ) (TOPPING large ) ) ) (PIZZAORDER (NUMBER a ) (SIZE medium ) (TOPPING sauce ) (COMPLEX_TOPPING (QUANTITY a little bit ) (TOPPING ham ) ) ) (PIZZAORDER (NUMBER a ) (SIZE medium ) (TOPPING pepperoni ) (TOPPING mushroom ) ) )
2181,(ORDER (PIZZAORDER (NUMBER one ) (TOPPING lnch ) ) )
2182,(ORDER (PIZZAORDER (NUMBER a ) (STYLE mediusized ) (TOPPING jaapenos ) (TOPPING mushroom ) (TOPPING onion ) (TOPPING pine ) (TOPPING apple ) (TOPPING bacon ) (TOPPING sausage ) (COMPLEX_TOPPING (QUANTITY light ) (TOPPING cheese ) ) ) )
2183,(ORDER (PIZZAORDER (NUMBER one ) (TOPPING duck ) (NOT (TOPPING jalapens ) ) (COMPLEX_TOPPING (QUANTITY double ) (TOPPING ham ) ) ) )
2184,(ORDER (PIZZAORDER (NUMBER a ) (SIZE lunch ) (TOPPING roast ) (TOPPING garlic ) (TOPPING red ) (TOPPING onion ) (NOT (TOPPING pesto sauce ) ) ) )
2185,(ORDER (PIZZAORDER (NUMBER an ) (SIZE large ) (STYLE gruyere ) (TOPPING cheese ) ) (PIZZAORDER (NUMBER two ) (SIZE medium ) (TOPPING italian ) (TOPPING sausage ) ) (DRINKORDER (NUMBER four ) (SIZE extra large ) (DRINKTYPE mountain dew ) ) (DRINKORDER (NUMBER four ) (SIZE extra large ) (DRINKTYPE mountain dew ) ) )
2186,(ORDER (PIZZAORDER (NUMBER one ) (NOT (TOPPING pea ) ) ) )
2187,(ORDER )
2188,(ORDER (PIZZAORDER (NUMBER fourteen ) (SIZE small ) (TOPPING humus ) (TOPPING mushroom ) (NOT (TOPPING pepper ) ) ) )
2189,(ORDER (PIZZAORDER (NUMBER a ) (STYLE largesize ) (TOPPING artichoke ) (TOPPING grill ) (TOPPING chicken ) (NOT (TOPPING ham ) ) ) )
2190,(ORDER (PIZZAORDER (NUMBER ten ) (TOPPING arugula ) (TOPPING spicy ) (TOPPING red ) (TOPPING sauce ) (NOT (TOPPING ricottacheese ) ) ) )
2191,(ORDER (PIZZAORDER (NUMBER one ) (STYLE fifeen ) (TOPPING vegan ) (TOPPING pepperoni ) (TOPPING powder ) (TOPPING onion ) ) )
2192,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING xl ) (TOPPING cheese ) (TOPPING bell ) (TOPPING pepper ) (TOPPING tuna ) ) )
2193,(ORDER (PIZZAORDER (NUMBER fifteen ) (STYLE hummus ) ) )
2194,(ORDER (PIZZAORDER (NUMBER one ) (TOPPING carrot ) (NOT (TOPPING pepperoni ) ) (COMPLEX_TOPPING (QUANTITY sweet ) (TOPPING corn ) ) ) )
2195,(ORDER (PIZZAORDER (NUMBER one ) (SIZE xl ) (TOPPING basil ) (TOPPING chicken ) (NOT (TOPPING mushroom ) ) ) )
2196,(ORDER (PIZZAORDER (NUMBER five ) (SIZE mediumsized ) (TOPPING arugula ) ) )
2197,(ORDER (PIZZAORDER (NUMBER one ) (TOPPING fruit ) ) (PIZZAORDER (NUMBER a ) (SIZE medium ) (TOPPING garlic ) (TOPPING powder ) ) )
2198,(ORDER (PIZZAORDER (NUMBER thirteen ) (SIZE lunch ) (TOPPING zucchini ) (TOPPING mint ) (TOPPING bell ) (TOPPING pepper ) (COMPLEX_TOPPING (QUANTITY and ) (TOPPING green ) ) ) )
2199,(ORDER (PIZZAORDER (NUMBER one ) (SIZE lunch ) (TOPPING tomato ) (NOT (TOPPING pesto ) ) (COMPLEX_TOPPING (QUANTITY double ) (TOPPING hummus ) ) ) )
2200,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium ) (TOPPING tuna ) (TOPPING sausage ) (NOT (TOPPING pepperoni ) ) ) )
2201,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium ) (TOPPING roast ) (TOPPING garlic ) (TOPPING cumin ) (COMPLEX_TOPPING (QUANTITY a tiny bit of ) (TOPPING red ) ) ) )
2202,(ORDER (PIZZAORDER (NUMBER one ) (SIZE mediumsized ) (NOT (STYLE thin crust ) ) (TOPPING grill ) (TOPPING roast ) (TOPPING red ) (TOPPING onion ) (TOPPING roast ) (TOPPING red ) (TOPPING onion ) ) )
2203,(ORDER (PIZZAORDER (NUMBER one ) (TOPPING pea ) ) (PIZZAORDER (NUMBER one ) (SIZE personal ) (TOPPING carrot ) (TOPPING ham ) (NOT (TOPPING olive ) ) ) )
2204,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING sauteedspinach ) ) (PIZZAORDER (NUMBER a ) (TOPPING drizze ) (TOPPING cheese ) (NOT (TOPPING olive ) ) ) )
2205,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING pesto ) (TOPPING green ) (TOPPING olive ) (NOT (TOPPING pepper ) ) ) )
2206,(ORDER (PIZZAORDER (NUMBER one ) (STYLE largesize ) (TOPPING green ) (TOPPING pepper ) (TOPPING pepperoni ) (TOPPING pineapple ) ) )
2207,(ORDER )
2208,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING oive ) (TOPPING pineapple ) (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) )
2209,(ORDER (PIZZAORDER (NUMBER an ) (STYLE mxican ) ) (PIZZAORDER (NUMBER one ) (SIZE small ) (STYLE veggie ) ) (DRINKORDER (NUMBER three ) (SIZE large ) (DRINKTYPE water ) ) (DRINKORDER (NUMBER three ) (SIZE large ) (DRINKTYPE water ) ) )
2210,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING sausage ) (TOPPING balsamic ) (TOPPING glaze ) (NOT (TOPPING chorizo ) ) ) )
2211,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING big ) (TOPPING meet ) (TOPPING pesto ) (COMPLEX_TOPPING (QUANTITY a lot of ) (TOPPING bacn ) ) ) )
2212,(ORDER (PIZZAORDER (NUMBER three ) (TOPPING roast ) (TOPPING garlic ) (TOPPING feta ) (TOPPING cheese ) ) )
2213,(ORDER (PIZZAORDER (NUMBER an ) (SIZE extra large size ) (TOPPING unsweetened ) ) )
2214,(ORDER (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING smoke ) (TOPPING prawn ) (TOPPING lettuce ) ) )
2215,(ORDER (PIZZAORDER (NUMBER a ) (STYLE luch leek ) (TOPPING bbq ) (TOPPING sauce ) (TOPPING green ) (TOPPING pepper ) ) )
2216,(ORDER (PIZZAORDER (NUMBER a ) (STYLE largesize ) (TOPPING feta ) (TOPPING pesto ) (TOPPING bacon ) ) )
2217,(ORDER (PIZZAORDER (NUMBER a ) (STYLE margarita ) (TOPPING pea ) (TOPPING mushroom ) (TOPPING medim ) ) )
2218,(ORDER (PIZZAORDER (NUMBER a ) (STYLE lunh ) (TOPPING kimchi ) (TOPPING corn ) (TOPPING bacon ) ) )
2219,(ORDER (PIZZAORDER (NUMBER one ) (SIZE lunch ) (TOPPING lettuce ) (TOPPING black ) (TOPPING olive ) ) )
2220,(ORDER (PIZZAORDER (NUMBER a ) (SIZE xl ) (TOPPING bacon ) (TOPPING pepper ) (NOT (TOPPING pineapple ) ) ) )
2221,(ORDER (PIZZAORDER (NUMBER a ) (STYLE stuff crust cmin ) (TOPPING pesto ) ) )
2222,(ORDER (PIZZAORDER (NUMBER one ) (TOPPING lamb ) ) )
2223,(ORDER (PIZZAORDER (NUMBER two ) (STYLE med ) (TOPPING glutenfree ) ) (PIZZAORDER (NUMBER one ) (STYLE crust ) (TOPPING pineapple ) (TOPPING onion ) ) (DRINKORDER (NUMBER four ) (SIZE med ) (DRINKTYPE sprite ) ) (DRINKORDER (NUMBER four ) (SIZE med ) (DRINKTYPE sprite ) ) )
2224,(ORDER (PIZZAORDER (NUMBER a ) (SIZE xl ) (TOPPING yellow ) (TOPPING bacon ) (TOPPING pepperoni ) ) )
2225,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING tofu ) (TOPPING pine ) (TOPPING apple ) (NOT (TOPPING beef ) ) ) )
2226,(ORDER (PIZZAORDER (NUMBER one ) (STYLE largesize ) (TOPPING black ) (TOPPING olive ) (TOPPING chicken ) (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) )
2227,(ORDER (PIZZAORDER (NUMBER a ) (STYLE tofu ) (TOPPING lare ) ) (DRINKORDER (NUMBER two ) ) )
2228,(ORDER (PIZZAORDER (NUMBER a ) (SIZE lunch ) (TOPPING black ) (TOPPING bean ) (TOPPING pepper ) (NOT (TOPPING mushroom ) ) (COMPLEX_TOPPING (QUANTITY more ) (TOPPING banana ) ) ) )
2229,(ORDER (PIZZAORDER (NUMBER one ) (NOT (TOPPING fo ) ) ) (PIZZAORDER (NUMBER the a ) (STYLE sall ) (TOPPING feta ) (TOPPING zucchini ) (TOPPING mushroom ) ) )
2230,(ORDER (PIZZAORDER (NUMBER a ) (SIZE small ) (STYLE veggie ) (TOPPING caramelize ) (TOPPING onion ) (TOPPING green ) (TOPPING olive ) ) )
2231,(ORDER (PIZZAORDER (NUMBER one ) (TOPPING eght ) (TOPPING bacon ) (TOPPING tofu ) ) )
2232,(ORDER (PIZZAORDER (NUMBER two ) (SIZE personal ) (TOPPING roast ) (TOPPING garlic ) (TOPPING mushroom ) ) (PIZZAORDER (NUMBER one ) (SIZE small ) (COMPLEX_TOPPING (QUANTITY a little bit ) (TOPPING cheese ) ) ) )
2233,(ORDER (PIZZAORDER (NUMBER a ) (SIZE lunch ) (TOPPING mushroom ) (TOPPING beef ) (NOT (TOPPING pesto ) ) ) )
2234,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING sauce ) (TOPPING tomatoe ) (TOPPING sauce ) (NOT (TOPPING black bean ) ) (COMPLEX_TOPPING (QUANTITY mediumsize ) (TOPPING bbq ) ) ) )
2235,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING roast ) (TOPPING tomato ) (TOPPING pepper ) (NOT (TOPPING veggie ) ) ) )
2236,(ORDER (PIZZAORDER (NUMBER one ) (SIZE small ) (TOPPING mint ) (TOPPING pineapple ) (NOT (TOPPING sausage ) ) ) )
2237,(ORDER (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING parsley ) (NOT (TOPPING olive ) ) (COMPLEX_TOPPING (QUANTITY little ) (TOPPING pesto ) ) ) )
2238,(ORDER (PIZZAORDER (NUMBER one ) (TOPPING vegan ) (TOPPING pepperoni ) (COMPLEX_TOPPING (QUANTITY a little ) (TOPPING sauce ) ) (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) )
2239,(ORDER (PIZZAORDER (NUMBER a ) (SIZE mediumsized ) (TOPPING toatoes ) (TOPPING ham ) (NOT (TOPPING cheese ) ) ) )
2240,(ORDER (PIZZAORDER (NUMBER a ) (STYLE lunh ) (TOPPING roast ) (TOPPING eggplant ) (TOPPING tuna ) (TOPPING olive ) ) )
2241,(ORDER (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING ricotta ) (TOPPING cheese ) (TOPPING shrimp ) (NOT (TOPPING italian sausage ) ) ) )
2242,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING black ) (TOPPING olive ) (TOPPING cherry ) (TOPPING tomato ) (NOT (TOPPING roast ) ) ) )
2243,(ORDER (PIZZAORDER (NUMBER one ) (SIZE small ) (TOPPING ham ) (TOPPING pepper ) (TOPPING feta ) (TOPPING green ) (TOPPING olive ) ) (DRINKORDER (NUMBER a ) (SIZE small ) (DRINKTYPE apple juice ) ) )
2244,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING parmasean ) (TOPPING pineapple ) (NOT (TOPPING tuna ) ) ) )
2245,(ORDER (PIZZAORDER (NUMBER one ) (STYLE med ) (TOPPING roast ) (TOPPING garlic ) (TOPPING alfredo ) (TOPPING chicken ) (NOT (TOPPING olive ) ) ) )
2246,(ORDER (PIZZAORDER (NUMBER a ) (SIZE extra large ) (TOPPING shimp ) ) (PIZZAORDER (NUMBER a ) (SIZE extra large ) (TOPPING pepperoni ) (COMPLEX_TOPPING (QUANTITY double ) (TOPPING cheese ) ) ) (DRINKORDER (NUMBER two ) (SIZE large ) (DRINKTYPE coke ) ) (DRINKORDER (NUMBER a ) (SIZE small ) (DRINKTYPE mountain dew ) ) (DRINKORDER (NUMBER two ) (SIZE large ) (DRINKTYPE coke ) ) (DRINKORDER (NUMBER a ) (SIZE small ) (DRINKTYPE mountain dew ) ) )
2247,(ORDER (PIZZAORDER (NUMBER a ) (SIZE lunch ) (TOPPING red ) (TOPPING onion ) (TOPPING and ) (TOPPING sundried ) (TOPPING tomato ) (COMPLEX_TOPPING (QUANTITY doule ) (TOPPING cheese ) ) ) )
2248,(ORDER (PIZZAORDER (NUMBER eight ) (TOPPING balsamic ) (TOPPING glaze ) (COMPLEX_TOPPING (QUANTITY more ) (TOPPING hummus ) ) ) )
2249,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING jalepeno ) (TOPPING pepper ) (TOPPING pineapple ) (NOT (TOPPING tuna ) ) ) )
2250,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING arugula ) (TOPPING shrimp ) (TOPPING pea ) ) )
2251,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (STYLE crust ) (TOPPING glutnfree ) (TOPPING onion ) (TOPPING mushroom ) (TOPPING pinapple ) ) )
2252,(ORDER (PIZZAORDER (NUMBER an ) (TOPPING mediumsied ) (TOPPING green ) (TOPPING pepper ) (TOPPING fontina ) (TOPPING cheese ) (NOT (TOPPING yellow ) ) ) )
2253,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING ricotta ) (TOPPING cheese ) (TOPPING red ) (TOPPING onons ) (NOT (TOPPING pepper ) ) ) )
2254,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING alfredo ) (TOPPING chicken ) (TOPPING heavyon ) (TOPPING sauce ) ) )
2255,(ORDER (PIZZAORDER (NUMBER one ) (SIZE small ) (TOPPING pepper ) (TOPPING meatball ) (NOT (TOPPING pepperoni ) ) ) )
2256,(ORDER (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING roast ) (NOT (TOPPING onion ) ) (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING anchovy ) ) ) )
2257,(ORDER (PIZZAORDER (NUMBER one ) (TOPPING chicken ) (NOT (TOPPING beef ) ) (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING alfredo ) ) ) )
2258,(ORDER (PIZZAORDER (NUMBER a ) (SIZE lunch ) (TOPPING yellow ) (TOPPING pepper ) (TOPPING bacon ) ) (DRINKORDER (NUMBER a ) (SIZE medium ) (DRINKTYPE ice tea ) ) )
2259,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (STYLE big ) (TOPPING sweet ) (TOPPING and ) (TOPPING meat ) ) )
2260,(ORDER (PIZZAORDER (NUMBER one ) (TOPPING green ) (TOPPING olive ) (TOPPING tuna ) (NOT (TOPPING onion ) ) ) )
2261,(ORDER )
2262,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING onion ) (NOT (TOPPING grind beef ) ) ) )
2263,(ORDER (PIZZAORDER (NUMBER two ) (SIZE large ) (TOPPING green ) (TOPPING pepper ) (COMPLEX_TOPPING (QUANTITY light ) (TOPPING parmsan ) ) ) (DRINKORDER (NUMBER one ) (SIZE small ) (DRINKTYPE coke ) ) )
2264,(ORDER (PIZZAORDER (NUMBER a ) (SIZE extra large ) (TOPPING chard ) (NOT (TOPPING onion ) ) (COMPLEX_TOPPING (QUANTITY a little bit ) (TOPPING tuna ) ) ) )
2265,(ORDER (PIZZAORDER (NUMBER ten ) (SIZE lunch ) (TOPPING buffalo ) (TOPPING sauce ) (TOPPING lamb ) ) )
2266,(ORDER (PIZZAORDER (NUMBER four ) (TOPPING tuna ) (NOT (TOPPING onion ) ) (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING large ) ) ) )
2267,(ORDER (PIZZAORDER (NUMBER eight ) (SIZE lunch ) (TOPPING red ) (TOPPING pepper ) (TOPPING garlic ) (TOPPING ham ) ) )
2268,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium ) (TOPPING garlic ) (TOPPING olive ) (TOPPING ham ) ) )
2269,(ORDER (PIZZAORDER (NUMBER one ) (TOPPING feta ) (TOPPING cheese ) (TOPPING arugua ) (NOT (TOPPING onion ) ) ) )
2270,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING ham ) (TOPPING red ) (TOPPING pepper ) (NOT (TOPPING lemon zest ) ) ) )
2271,(ORDER (PIZZAORDER (NUMBER a ) (STYLE med ) (NOT (TOPPING pesto ) ) ) )
2272,(ORDER (PIZZAORDER (NUMBER one ) (STYLE lage ) ) (PIZZAORDER (NUMBER one ) (STYLE thin crust ) (TOPPING cherry ) (TOPPING tomato ) ) )
2273,(ORDER (PIZZAORDER (NUMBER a ) (SIZE xl ) (TOPPING meatball ) ) (PIZZAORDER (NUMBER a ) (SIZE medium ) (TOPPING lamb ) (TOPPING feta ) ) )
2274,(ORDER (PIZZAORDER (NUMBER a ) (SIZE extra large ) (TOPPING canadian ) (TOPPING bacon ) ) (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING ham ) (TOPPING mushroom ) ) (PIZZAORDER (NUMBER a ) (SIZE large ) (STYLE all the veggie ) ) (PIZZAORDER (NUMBER a ) (SIZE extra large ) (TOPPING pepperoni ) ) )
2275,(ORDER (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING truffle ) (TOPPING oil ) (TOPPING artichoke ) (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING leek ) ) ) )
2276,(ORDER (PIZZAORDER (NUMBER an ) (SIZE lunch ) (TOPPING mint ) (TOPPING low ) (TOPPING fat ) (TOPPING cheese ) (NOT (TOPPING bail ) ) ) )
2277,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING hot ) (TOPPING pepper ) ) )
2278,(ORDER (PIZZAORDER (NUMBER a ) (SIZE xl ) (TOPPING spicy ) (TOPPING red ) (TOPPING sauce ) (TOPPING garlic ) (NOT (TOPPING cheese ) ) ) )
2279,(ORDER (PIZZAORDER (NUMBER a ) (SIZE extra large ) (TOPPING vegan ) (TOPPING pepperoni ) (TOPPING onion ) (NOT (TOPPING bacon ) ) ) )
2280,(ORDER (PIZZAORDER (NUMBER a ) (STYLE meat lover ) (TOPPING red ) (TOPPING onion ) (COMPLEX_TOPPING (QUANTITY extra muhroom ) (TOPPING please ) ) ) )
2281,(ORDER (PIZZAORDER (NUMBER one ) (TOPPING tae ) ) (PIZZAORDER (NUMBER five ) (STYLE personl ) (TOPPING cheese ) (TOPPING black ) (TOPPING olive ) ) (PIZZAORDER (NUMBER six ) (SIZE large ) (TOPPING pepperoni ) (TOPPING sausage ) (TOPPING cheese ) ) )
2282,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING garlic ) (TOPPING pepper ) (NOT (TOPPING al ) ) (NOT (TOPPING veggie ) ) ) )
2283,(ORDER (PIZZAORDER (NUMBER two ) (SIZE xl ) (TOPPING buffalo ) (TOPPING sauce ) (TOPPING bell ) (NOT (TOPPING olive ) ) ) )
2284,(ORDER (PIZZAORDER (NUMBER one ) (SIZE extra large ) (TOPPING pepperoni ) (TOPPING glutenfree ) (NOT (TOPPING sauce ) ) ) )
2285,(ORDER (PIZZAORDER (NUMBER a ) (STYLE thin crust ) (TOPPING olive ) (TOPPING olves ) (COMPLEX_TOPPING (QUANTITY additional ) (TOPPING green ) ) ) )
2286,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING mediumsize ) (TOPPING banana ) (TOPPING pepper ) (TOPPING tomato ) (TOPPING sauce ) (NOT (TOPPING green olive ) ) ) )
2287,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING garlic ) (TOPPING bacon ) (COMPLEX_TOPPING (QUANTITY additional ) (TOPPING cheese ) ) ) )
2288,(ORDER )
2289,(ORDER (PIZZAORDER (NUMBER a ) (SIZE mediumsized ) (TOPPING gorgonzola ) ) (PIZZAORDER (NUMBER a ) (STYLE thin crust ) (NOT (TOPPING sausage ) ) ) )
2290,(ORDER )
2291,(ORDER (PIZZAORDER (NUMBER a ) (STYLE medimsized ) (TOPPING bbq ) (TOPPING pepper ) (NOT (TOPPING onion ) ) ) )
2292,(ORDER (PIZZAORDER (NUMBER a ) (SIZE xl ) (TOPPING parsley ) (TOPPING jalapeno ) (NOT (TOPPING meatall ) ) ) )
2293,(ORDER )
2294,(ORDER (PIZZAORDER (NUMBER six ) (TOPPING caramelize ) (TOPPING onion ) (TOPPING prosciutto ) ) )
2295,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium ) (TOPPING bell ) (TOPPING pepper ) (TOPPING gorgonzola ) (NOT (TOPPING mushroom ) ) ) )
2296,(ORDER )
2297,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING cheese ) (TOPPING ham ) (TOPPING vgan ) ) )
2298,(ORDER (PIZZAORDER (NUMBER fifteen ) (TOPPING olive ) (TOPPING onion ) (TOPPING pesto ) ) )
2299,(ORDER (PIZZAORDER (NUMBER ten ) (SIZE large ) (TOPPING etra ) (TOPPING caper ) (TOPPING and ) (TOPPING pea ) ) )
2300,(ORDER (PIZZAORDER (NUMBER one ) (TOPPING pea ) ) (PIZZAORDER (NUMBER a ) (NOT (TOPPING artichoke ) ) ) )
2301,(ORDER (PIZZAORDER (NUMBER eleven ) (SIZE medium ) (TOPPING bbq ) (TOPPING sauce ) (COMPLEX_TOPPING (QUANTITY additional ) (TOPPING ham ) ) ) (PIZZAORDER (NUMBER one ) (SIZE medium ) (TOPPING pepperoni ) ) )
2302,(ORDER (PIZZAORDER (NUMBER one ) (SIZE xl ) (TOPPING olive ) (TOPPING sausage ) ) )
2303,(ORDER (PIZZAORDER (NUMBER one ) (STYLE largesize ) (TOPPING mushy ) (TOPPING pea ) (TOPPING caramelize ) (TOPPING onion ) (TOPPING pineapple ) ) )
2304,(ORDER (PIZZAORDER (NUMBER nine ) (SIZE lunch ) (TOPPING red ) (TOPPING onion ) ) (PIZZAORDER (NUMBER one ) (SIZE large ) (TOPPING parasean ) ) )
2305,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING balsamic ) (TOPPING glaze ) ) )
2306,(ORDER (PIZZAORDER (NUMBER one ) (TOPPING cheese ) (NOT (TOPPING red cabbage ) ) ) )
2307,(ORDER (PIZZAORDER (NUMBER one ) (STYLE the ) ) (PIZZAORDER (NUMBER a ) (TOPPING bacon ) (TOPPING psto ) (NOT (TOPPING sausage ) ) ) )
2308,(ORDER (PIZZAORDER (NUMBER one ) (TOPPING ike ) ) (PIZZAORDER (NUMBER a ) (TOPPING pickle ) (TOPPING onion ) (TOPPING pepperoni ) ) (PIZZAORDER (NUMBER a ) (COMPLEX_TOPPING (QUANTITY dizzle ) (TOPPING cheese ) ) ) )
2309,(ORDER (PIZZAORDER (NUMBER one ) (TOPPING fiften ) ) (DRINKORDER (NUMBER a ) (DRINKTYPE sport drink ) ) )
2310,(ORDER (PIZZAORDER (NUMBER a ) (STYLE med all the meat argula ) (TOPPING ham ) ) )
2311,(ORDER (PIZZAORDER (NUMBER a ) (SIZE personal ) (TOPPING cumin ) (TOPPING oregano ) ) )
2312,(ORDER (PIZZAORDER (NUMBER one ) (STYLE laresize ) (TOPPING pesto ) (TOPPING bacon ) (NOT (TOPPING onion ) ) ) )
2313,(ORDER (PIZZAORDER (NUMBER one ) (TOPPING largesize ) (TOPPING fta ) (TOPPING cheese ) (TOPPING chicken ) (NOT (TOPPING ham ) ) ) )
2314,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING artichoes ) (TOPPING mushroom ) (NOT (TOPPING pineapple ) ) ) )
2315,(ORDER (PIZZAORDER (NUMBER six ) (STYLE largesize ) (TOPPING pepperoni ) (TOPPING salami ) ) )
2316,(ORDER (PIZZAORDER (NUMBER five ) (TOPPING artichoke ) (TOPPING banana ) (TOPPING pepper ) ) )
2317,(ORDER (PIZZAORDER (NUMBER one ) (TOPPING meup ) ) (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING banana ) (TOPPING pepper ) (TOPPING oregano ) (TOPPING roast ) (COMPLEX_TOPPING (QUANTITY light on ) (TOPPING the ) ) ) )
2318,(ORDER (PIZZAORDER (NUMBER an ) (SIZE large ) (TOPPING green ) (TOPPING pepper ) (TOPPING sauce ) (TOPPING black ) (TOPPING olive ) ) (DRINKORDER (NUMBER two ) (SIZE large ) (DRINKTYPE lemonade ) ) (DRINKORDER (NUMBER two ) (SIZE large ) (DRINKTYPE ice tea ) ) )
2319,(ORDER (PIZZAORDER (NUMBER three ) (SIZE xl ) (TOPPING arugula ) (TOPPING mushroom ) (NOT (TOPPING olive ) ) ) )
2320,(ORDER (PIZZAORDER (NUMBER just take nine ) (TOPPING tofu ) (TOPPING onion ) (NOT (TOPPING pepperoni ) ) ) )
2321,(ORDER (PIZZAORDER (NUMBER an ) (STYLE orderfor ) ) (PIZZAORDER (NUMBER one ) (STYLE med ) ) (PIZZAORDER (NUMBER one ) (STYLE stuff crust ) (TOPPING onion ) (TOPPING hot ) (TOPPING pepper ) ) (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING mushroom ) (TOPPING sausage ) ) )
2322,(ORDER (PIZZAORDER (NUMBER a ) (SIZE mediumsized ) (TOPPING arugula ) (TOPPING pineapple ) (NOT (TOPPING sausage ) ) ) )
2323,(ORDER )
2324,(ORDER )
2325,(ORDER )
2326,(ORDER (PIZZAORDER (NUMBER one ) (SIZE personal ) (TOPPING pepperoni ) ) (PIZZAORDER (NUMBER one ) (SIZE personal ) (TOPPING goat ) (TOPPING cheese ) ) )
2327,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING pineapple ) (TOPPING ham ) (NOT (TOPPING pepper ) ) ) )
2328,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING green ) (TOPPING pepper ) (TOPPING pepper ) (NOT (TOPPING chicken ) ) ) )
2329,(ORDER (PIZZAORDER (NUMBER one ) (SIZE xl ) (TOPPING chicken ) (TOPPING sausage ) (COMPLEX_TOPPING (QUANTITY a little ) (TOPPING cheese ) ) ) )
2330,(ORDER (PIZZAORDER (NUMBER ten ) (TOPPING mushroom ) ) (PIZZAORDER (NUMBER three ) (TOPPING ginger ) (TOPPING beer ) ) (DRINKORDER (NUMBER four ) (SIZE extra large ) (DRINKTYPE diet sprite ) ) (DRINKORDER (NUMBER four ) (SIZE extra large ) (DRINKTYPE diet sprite ) ) )
2331,(ORDER (PIZZAORDER (NUMBER nine ) (STYLE largesize ) (TOPPING sweet ) (TOPPING potato ) (TOPPING tuna ) ) )
2332,(ORDER (PIZZAORDER (NUMBER one ) (SIZE small ) (TOPPING broccoli ) (NOT (TOPPING mushroom ) ) (COMPLEX_TOPPING (QUANTITY a tiny bit of ) (TOPPING bacon ) ) ) )
2333,(ORDER (PIZZAORDER (NUMBER eight ) (STYLE new york style ) ) )
2334,(ORDER (PIZZAORDER (NUMBER one ) (SIZE personal ) (TOPPING meatball ) (TOPPING and ) (TOPPING sauce ) (NOT (TOPPING pineapple ) ) ) )
2335,(ORDER (PIZZAORDER (NUMBER one ) (TOPPING tomato ) (TOPPING sauce ) (TOPPING vegan ) (TOPPING pepperoni ) (NOT (TOPPING ham ) ) ) )
